13,1,10,0,315,390,2,240,0,70,70,3,12,120,95,115,4,87,10,95,95,7,235,310,80,70,8,10,240,315,10,9,170,240,100,10,5,180,10,60,80,6,20,10,70,90,
13,1,10,0,315,390,2,30,0,70,70,3,230,120,95,115,4,220,10,95,95,7,20,310,80,70,8,10,240,315,10,9,100,240,100,10,5,150,10,60,80,6,20,105,70,90,
10,1,10,0,315,390,2,240,0,70,70,3,230,120,95,115,4,20,10,95,95,7,235,310,80,70,8,10,240,315,10,9,100,240,100,10,5,115,10,60,80,6,20,105,70,90,
