12,1,20,0,295,390,2,30,0,70,70,3,220,120,95,115,4,210,10,95,95,7,225,310,80,70,8,20,240,295,10,9,70,240,100,10,5,145,10,60,80,
10,1,20,0,295,390,2,30,0,70,70,3,20,120,95,115,4,210,10,95,95,7,27,310,80,70,8,20,240,295,10,9,180,240,100,10,5,145,10,60,80,
9,1,20,0,295,390,2,230,0,70,70,3,20,120,95,115,4,30,10,95,95,7,225,310,80,70,8,20,240,295,10,9,180,240,100,10,5,125,10,60,80,
